No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
5529,PRPL,"Purple Innovation, Inc.",Consumer Goods,Home Furnishings & Fixtures,USA,833.88M,-,14.88,4.71%,341647
5530,PRPO,"Precipio, Inc.",Healthcare,Medical Laboratories & Research,USA,13.69M,-,1.7,-1.16%,116480
5531,PRQR,ProQR Therapeutics N.V.,Healthcare,Biotechnology,Netherlands,411.83M,-,8.67,-4.09%,138022
5532,PRSC,The Providence Service Corporation,Healthcare,Specialized Health Services,USA,906.26M,53.67,69.82,1.29%,83029
5533,PRSP,Perspecta Inc.,Technology,Information Technology Services,USA,4.15B,43.69,25.25,-0.12%,1361176
5534,PRT,PermRock Royalty Trust,Basic Materials,Oil & Gas Equipment & Services,USA,64.02M,5.84,5.23,3.67%,37493
5535,PRTA,Prothena Corporation plc,Healthcare,Biotechnology,Ireland,477.97M,-,11.98,-3.62%,146637
5536,PRTH,"Priority Technology Holdings, Inc.",Conglomerates,Conglomerates,USA,158.77M,-,2.37,-1.04%,20640
5537,PRTK,"Paratek Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,125.69M,-,3.51,0.29%,235693
5538,PRTS,"U.S. Auto Parts Network, Inc.",Consumer Goods,Auto Parts,USA,97.33M,-,2.8,0.72%,133471
5539,PRTY,Party City Holdco Inc.,Services,"Specialty Retail, Other",USA,265.31M,-,2.83,2.91%,3082532
5540,PRU,"Prudential Financial, Inc.",Financial,Life Insurance,USA,37.86B,9.78,93.1,-0.09%,1421523
5541,PRVB,"Provention Bio, Inc.",Healthcare,Biotechnology,USA,728.88M,-,15.4,1.52%,649925
5542,PRVL,Prevail Therapeutics Inc.,Healthcare,Biotechnology,USA,588.30M,-,16.91,-0.18%,121655
5543,PS,"Pluralsight, Inc.",Technology,Application Software,USA,2.83B,-,20.06,5.47%,1428204
5544,PSA,Public Storage,Financial,REIT - Industrial,USA,37.52B,25.88,218.8,-5.59%,2023159
5545,PSB,"PS Business Parks, Inc.",Financial,REIT - Diversified,USA,4.57B,40.69,166.8,-1.87%,96540
5546,PSC,Principal U.S. Small-Cap Multi-Factor Index ETF,Financial,Exchange Traded Fund,USA,-,-,33.14,0.53%,185
5547,PSCC,Invesco S&P SmallCap Consumer Staples ETF,Financial,Exchange Traded Fund,USA,-,-,73.31,-0.54%,13170
5548,PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,Financial,Exchange Traded Fund,USA,-,-,64.07,0.79%,176
5549,PSCE,Invesco S&P SmallCap Energy ETF,Financial,Exchange Traded Fund,USA,-,-,5.77,2.90%,24988
5550,PSCF,Invesco S&P SmallCap Financials ETF,Financial,Exchange Traded Fund,USA,-,-,56.76,-0.02%,406478
5551,PSCH,Invesco S&P SmallCap Health Care ETF,Financial,Exchange Traded Fund,USA,-,-,138.15,0.94%,18831
5552,PSCI,Invesco S&P SmallCap Industrials ETF,Financial,Exchange Traded Fund,USA,-,-,71.6,-0.04%,4842
5553,PSCM,Invesco S&P SmallCap Materials ETF,Financial,Exchange Traded Fund,USA,-,-,45.8,0.43%,62
5554,PSCT,Invesco S&P SmallCap Information Technology ETF,Financial,Exchange Traded Fund,USA,-,-,95.57,1.01%,125367
5555,PSCU,Invesco S&P SmallCap Utilities & Communication Services ETF,Financial,Exchange Traded Fund,USA,-,-,56.84,0.02%,2484
5556,PSEC,Prospect Capital Corporation,Financial,Asset Management,USA,2.41B,17.80,6.55,0.15%,1353097
5557,PSEP,September,Financial,Exchange Traded Fund,USA,-,-,26.08,0.00%,0
5558,PSET,Principal Price Setters Index ETF,Financial,Exchange Traded Fund,USA,-,-,43.32,0.54%,254
5559,PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA,389.25M,-,32.43,0.75%,16340
5560,PSI,Invesco Dynamic Semiconductors ETF,Financial,Exchange Traded Fund,USA,-,-,73.32,2.40%,33315
5561,PSJ,Invesco Dynamic Software ETF,Financial,Exchange Traded Fund,USA,-,-,106.92,0.92%,17831
5562,PSK,SPDR Wells Fargo Preferred Stock ETF,Financial,Exchange Traded Fund,USA,-,-,44.34,-0.45%,174059
5563,PSL,Invesco DWA Consumer Staples Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,75.62,0.34%,3449
5564,PSLV,Sprott Physical Silver Trust,Financial,Exchange Traded Fund,Canada,1.08B,-,6.74,1.66%,944298
5565,PSMB,Invesco Balanced Multi-Asset Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,14.41,0.28%,1582
5566,PSMC,Invesco Conservative Multi-Asset Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,13.07,0.15%,2224
5567,PSMG,Invesco Growth Multi-Asset Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,15.35,0.33%,1751
5568,PSMM,Invesco Moderately Conservative Multi-Asset Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,14.09,0.21%,348
5569,PSMT,"PriceSmart, Inc.",Services,"Discount, Variety Stores",USA,1.86B,23.87,60.6,1.10%,106263
5570,PSN,Parsons Corporation,Industrial Goods,Diversified Machinery,USA,4.48B,38.00,45.03,0.78%,88802
5571,PSNL,"Personalis, Inc.",Healthcare,Biotechnology,USA,326.28M,-,10.48,0.87%,155568
5572,PSO,Pearson plc,Services,Publishing - Books,United Kingdom,5.75B,9.88,7.41,-0.54%,322643
5573,PSP,Invesco Global Listed Private Equity ETF,Financial,Exchange Traded Fund,USA,-,-,13.13,0.42%,92956
5574,PSQ,ProShares Short QQQ,Financial,Exchange Traded Fund,USA,-,-,22.03,-0.94%,1207120
5575,PSR,Invesco Active U.S. Real Estate Fund,Financial,Exchange Traded Fund,USA,-,-,101.71,-1.15%,15349
5576,PST,ProShares UltraShort 7-10 Year Treasury,Financial,Exchange Traded Fund,USA,-,-,18.01,0.08%,8554
5577,PSTG,"Pure Storage, Inc.",Technology,Data Storage Devices,USA,4.86B,-,18.7,-0.32%,2944037
5578,PSTI,Pluristem Therapeutics Inc.,Healthcare,Biotechnology,Israel,66.50M,-,4.46,-1.98%,118686
5579,PSTL,"Postal Realty Trust, Inc.",Financial,REIT - Office,USA,106.82M,-,15.87,0.33%,3937
5580,PSTV,"Plus Therapeutics, Inc.",Healthcare,Biotechnology,USA,8.17M,-,2.14,0.94%,62824
5581,PSV,Hermitage Offshore Services Ltd.,Services,Shipping,Bermuda,28.00M,-,1.03,-3.74%,20769
5582,PSX,Phillips 66,Basic Materials,Oil & Gas Refining & Marketing,USA,39.65B,7.64,88.36,0.41%,2416139
5583,PSXP,Phillips 66 Partners LP,Basic Materials,Oil & Gas Refining & Marketing,USA,14.01B,13.99,61.87,0.45%,305282
5584,PT,Pintec Technology Holdings Limited,Technology,Wireless Communications,Portugal,113.53M,8.93,2.67,5.78%,292024
5585,PTBD,Pacer Trendpilot US Bond ETF,Financial,Exchange Traded Fund,USA,-,-,25.99,0.18%,39541
5586,PTC,PTC Inc.,Technology,Technical & System Software,USA,10.17B,-,88.45,1.25%,415344
5587,PTCT,"PTC Therapeutics, Inc.",Healthcare,Biotechnology,USA,3.60B,-,59.36,1.71%,729476
5588,PTE,"PolarityTE, Inc.",Healthcare,Biotechnology,USA,44.25M,-,1.62,1.57%,628094
5589,PTEN,"Patterson-UTI Energy, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,1.43B,-,7.38,0.54%,3091722
5590,PTEU,Pacer Trendpilot European Index ETF,Financial,Exchange Traded Fund,USA,-,-,27.69,1.17%,12133
5591,PTF,Invesco DWA Technology Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,88.61,1.97%,18714
5592,PTGX,"Protagonist Therapeutics, Inc.",Healthcare,Biotechnology,USA,246.87M,-,8.82,2.68%,91768
5593,PTH,Invesco DWA Healthcare Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,99.61,0.47%,9784
5594,PTI,"Proteostasis Therapeutics, Inc.",Healthcare,Biotechnology,India,84.90M,-,1.72,1.18%,919858
5595,PTIN,Pacer Trendpilot International ETF,Financial,Exchange Traded Fund,USA,-,-,26.74,0.29%,24938
5596,PTLA,"Portola Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1.04B,-,13.58,-0.15%,725544
5597,PTLC,Pacer Trendpilot US Large Cap ETF,Financial,Exchange Traded Fund,USA,-,-,35.15,0.50%,575940
5598,PTMC,Pacer Trendpilot US Mid Cap ETF,Financial,Exchange Traded Fund,USA,-,-,31.27,0.48%,74433
5599,PTMN,Portman Ridge Finance Corporation,Financial,Exchange Traded Fund,USA,-,-,2.28,-1.30%,67999
5600,PTN,"Palatin Technologies, Inc.",Healthcare,Biotechnology,USA,138.81M,4.18,0.58,-1.88%,1223835
5601,PTNQ,Pacer Trendpilot 100 ETF,Financial,Exchange Traded Fund,USA,-,-,45.0,0.96%,136750
5602,PTNR,Partner Communications Company Ltd.,Technology,Wireless Communications,Israel,911.76M,90.36,5.06,2.43%,1869
5603,PTON,"Peloton Interactive, Inc.",Consumer Goods,Sporting Goods,USA,7.93B,-,27.1,0.07%,3326064
5604,PTR,PetroChina Company Limited,Basic Materials,Major Integrated Oil & Gas,China,131.90B,13.58,44.37,0.38%,113627
5605,PTSI,"P.A.M. Transportation Services, Inc.",Services,Trucking,USA,299.86M,11.14,51.7,0.58%,3370
5606,PTVCA,Protective Insurance Corporation,Financial,Property & Casualty Insurance,USA,40.31M,-,15.45,0.55%,1420
5607,PTVCB,Protective Insurance Corporation,Financial,Property & Casualty Insurance,USA,226.13M,-,15.88,0.32%,7396
5608,PTY,PIMCO Corporate & Income Opportunity Fund,Financial,Closed-End Fund - Debt,USA,1.79B,15.43,19.66,0.10%,256031
5609,PUB,People's Utah Bancorp,Financial,Money Center Banks,USA,530.79M,12.02,28.01,0.50%,26604
5610,PUI,Invesco DWA Utilities Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,37.3,-0.83%,18845
5611,PUK,Prudential plc,Financial,Life Insurance,United Kingdom,50.39B,21.49,38.66,0.39%,323871
5612,PULM,"Pulmatrix, Inc.",Healthcare,Biotechnology,USA,31.66M,-,1.56,-5.45%,273271
5613,PULS,PGIM Ultra Short Bond ETF,Financial,Exchange Traded Fund,USA,-,-,50.11,0.00%,212769
5614,PUMP,ProPetro Holding Corp.,Basic Materials,Oil & Gas Equipment & Services,USA,1.07B,5.53,10.75,5.60%,1276837
5615,PUTW,WisdomTree CBOE S&P 500 PutWrite Strategy Fund,Financial,Exchange Traded Fund,USA,-,-,29.02,0.00%,20061
5616,PUYI,Puyi Inc.,Financial,Asset Management,China,373.23M,-,6.19,13.13%,67756
5617,PVAC,Penn Virginia Corporation,Basic Materials,Independent Oil & Gas,USA,277.15M,1.00,17.53,4.78%,202069
5618,PVAL,Principal Contrarian Value Index ETF,Financial,Exchange Traded Fund,USA,-,-,28.54,0.41%,259
5619,PVBC,"Provident Bancorp, Inc.",Financial,Money Center Banks,USA,237.61M,21.12,12.21,0.49%,77539
5620,PVG,Pretium Resources Inc.,Basic Materials,Gold,Canada,1.36B,33.41,7.35,-2.39%,3159562
5621,PVH,PVH Corp.,Consumer Goods,Textile - Apparel Clothing,USA,6.28B,10.46,86.13,-0.25%,947130
5622,PVI,Invesco VRDO Tax-Free Weekly ETF,Financial,Exchange Traded Fund,USA,-,-,24.92,-0.02%,1082
5623,PVL,Permianville Royalty Trust,Basic Materials,Independent Oil & Gas,USA,65.54M,6.69,2.0,0.25%,51145
5624,PW,Power REIT,Financial,REIT - Diversified,USA,20.84M,37.60,12.33,-3.61%,39212
5625,PWB,Invesco Dynamic Large Cap Growth ETF,Financial,Exchange Traded Fund,USA,-,-,55.46,0.78%,28276
5626,PWC,Invesco Dynamic Market ETF,Financial,Exchange Traded Fund,USA,-,-,102.67,0.57%,899
5627,PWFL,"PowerFleet, Inc.",Technology,Communication Equipment,USA,231.90M,-,7.95,1.27%,139713
5628,PWOD,"Penns Woods Bancorp, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,227.45M,14.43,31.9,-0.44%,9819
5629,PWR,"Quanta Services, Inc.",Industrial Goods,General Contractors,USA,5.66B,17.44,39.5,-1.62%,980118
5630,PWS,Pacer WealthShield ETF,Financial,Exchange Traded Fund,USA,-,-,25.08,0.68%,15201
5631,PWV,Invesco Dynamic Large Cap Value ETF,Financial,Exchange Traded Fund,USA,-,-,41.58,0.31%,132978
5632,PWZ,Invesco California AMT-Free Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,-,27.92,0.14%,66911
5633,PXD,Pioneer Natural Resources Company,Basic Materials,Independent Oil & Gas,USA,23.52B,32.77,141.17,4.14%,2367517
5634,PXE,Invesco Dynamic Energy Exploration & Production ETF,Financial,Exchange Traded Fund,USA,-,-,13.31,2.66%,14227
5635,PXF,Invesco FTSE RAFI Developed Markets ex-U.S. ETF,Financial,Exchange Traded Fund,USA,-,-,41.81,0.19%,61032
5636,PXH,Invesco FTSE RAFI Emerging Markets ETF,Financial,Exchange Traded Fund,USA,-,-,21.34,0.85%,416181
5637,PXI,Invesco DWA Energy Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,23.85,1.86%,5347
5638,PXJ,Invesco Dynamic Oil & Gas Services ETF,Financial,Exchange Traded Fund,USA,-,-,4.5,1.43%,8632
5639,PXLW,"Pixelworks, Inc.",Technology,Semiconductor - Integrated Circuits,USA,183.34M,-,5.1,5.15%,604185
5640,PXQ,Invesco Dynamic Networking ETF,Financial,Exchange Traded Fund,USA,-,-,64.1,1.18%,3904
5641,PXS,Pyxis Tankers Inc.,Services,Shipping,Greece,21.45M,-,1.02,-2.57%,12835
5642,PY,Principal Shareholder Yield Index ETF,Financial,Exchange Traded Fund,USA,-,-,34.4,0.00%,0
5643,PYN,PIMCO New York Municipal Income Fund III,Financial,Closed-End Fund - Debt,USA,58.35M,16.22,10.2,0.00%,946
5644,PYPE,UBS ETRACS NYSE Pickens Core Midstream Index ETN,Financial,Exchange Traded Fund,USA,-,-,19.24,-0.03%,1
5645,PYPL,"PayPal Holdings, Inc.",Financial,Credit Services,USA,145.47B,59.86,123.91,1.34%,4784633
5646,PYS,PPlus Trust Series RRD-1 RRD-1 CTF CL A,Financial,Exchange Traded Fund,USA,-,-,21.72,-3.27%,2676
5647,PYX,"Pyxus International, Inc.",Consumer Goods,Cigarettes,USA,37.36M,-,4.26,-2.07%,555659
5648,PYZ,Invesco DWA Basic Materials Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,60.25,0.99%,2658
5649,PZA,Invesco National AMT-Free Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,-,26.99,0.19%,376999
5650,PZC,PIMCO California Municipal Income Fund III,Financial,Closed-End Fund - Debt,USA,252.57M,13.15,11.31,0.09%,47767
5651,PZD,Invesco Cleantech ETF,Financial,Exchange Traded Fund,USA,-,-,52.22,1.38%,8391
5652,PZG,Paramount Gold Nevada Corp.,Basic Materials,Gold,USA,24.91M,-,0.91,-1.28%,45118
5653,PZN,"Pzena Investment Management, Inc",Financial,Asset Management,USA,502.16M,15.73,7.14,-7.03%,137506
5654,PZT,Invesco New York AMT-Free Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,-,25.94,0.27%,16562
5655,PZZA,"Papa John's International, Inc.",Services,Specialty Eateries,USA,2.17B,-,67.4,1.37%,598557
5656,QABA,First Trust NASDAQ ABA Community Bank Index Fund,Financial,Exchange Traded Fund,USA,-,-,49.62,0.29%,44899
5657,QADA,QAD Inc.,Technology,Application Software,USA,1.05B,-,53.68,2.25%,31780
5658,QADB,QAD Inc.,Technology,Application Software,USA,122.88M,-,37.0,8.82%,1385
5659,QAI,IQ Hedge Multi-Strategy Tracker ETF,Financial,Exchange Traded Fund,USA,-,-,31.0,0.13%,57896
5660,QARP,Xtrackers Russell 1000 US QARP ETF,Financial,Exchange Traded Fund,USA,-,-,31.14,0.67%,1360
5661,QAT,iShares MSCI Qatar ETF,Financial,Exchange Traded Fund,USA,-,-,16.92,-0.15%,80027
5662,QBAK,Qualstar Corporation,Technology,Diversified Electronics,USA,9.71M,54.87,5.49,-0.24%,12583
5663,QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,Financial,Exchange Traded Fund,USA,-,-,30.82,4.44%,150879
5664,QCOM,QUALCOMM Incorporated,Technology,Communication Equipment,USA,104.01B,25.82,90.56,2.87%,7760980
5665,QCRH,"QCR Holdings, Inc.",Financial,Regional - Southwest Banks,USA,673.33M,11.66,41.9,-0.62%,16983
5666,QD,Qudian Inc.,Technology,Information Technology Services,China,603.02M,1.29,2.39,8.14%,8643564
5667,QDEF,FlexShares Quality Dividend Defensive Index Fund,Financial,Exchange Traded Fund,USA,-,-,48.72,0.19%,27558
5668,QDEL,Quidel Corporation,Healthcare,Diagnostic Substances,USA,3.44B,48.61,82.24,2.98%,132044
5669,QDF,FlexShares Quality Dividend Index Fund,Financial,Exchange Traded Fund,USA,-,-,48.94,0.31%,45414
5670,QDIV,Global X S&P 500 Quality Dividend ETF,Financial,Exchange Traded Fund,USA,-,-,26.32,0.33%,407
5671,QDYN,FlexShares Quality Dividend Dynamic Index Fund,Financial,Exchange Traded Fund,USA,-,-,48.95,0.46%,204
5672,QED,IQ Hedge Event-Driven Tracker ETF,Financial,Exchange Traded Fund,USA,-,-,22.08,0.29%,505
5673,QEFA,SPDR MSCI EAFE StrategicFactors ETF,Financial,Exchange Traded Fund,USA,-,-,67.13,0.41%,14523
5674,QEMM,SPDR MSCI Emerging Markets StrategicFactors ETF,Financial,Exchange Traded Fund,USA,-,-,59.21,0.58%,6195
5675,QEP,"QEP Resources, Inc.",Basic Materials,Oil & Gas Pipelines,USA,700.18M,-,2.79,5.28%,5172344
5676,QES,Quintana Energy Services Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,77.90M,-,2.3,-3.77%,3455
5677,QFIN,"360 Finance, Inc.",Financial,Credit Services,China,1.06B,2.31,8.4,2.31%,469737
5678,QGEN,QIAGEN N.V.,Services,Research Services,Netherlands,8.49B,-,37.17,1.34%,583077
5679,QGRO,American Century U.S. Quality Growth ETF,Financial,Exchange Traded Fund,USA,-,-,48.15,0.61%,6999
5680,QGTA,IQ Leaders GTAA Tracker ETF,Financial,Exchange Traded Fund,USA,-,-,25.45,0.00%,0
5681,QHC,Quorum Health Corporation,Healthcare,Hospitals,USA,37.43M,-,1.09,2.83%,78431
5682,QID,ProShares UltraShort QQQ,Financial,Exchange Traded Fund,USA,-,-,18.81,-2.03%,2401822
5683,QINT,American Century Quality Diversified International ETF,Financial,Exchange Traded Fund,USA,-,-,42.02,0.77%,2358
5684,QIWI,Qiwi plc,Financial,Credit Services,Cyprus,1.35B,16.54,21.06,3.18%,252350
5685,QK,Q&K International Group Limited,Financial,Property Management,China,593.94M,-,12.41,0.00%,1038
5686,QLC,FlexShares US Quality Large Cap Index Fund,Financial,Exchange Traded Fund,USA,-,-,38.12,0.36%,2086
5687,QLD,ProShares Ultra QQQ,Financial,Exchange Traded Fund,USA,-,-,150.4,1.88%,576941
5688,QLS,IQ Hedge Long/Short Tracker ETF,Financial,Exchange Traded Fund,USA,-,-,23.45,0.39%,1334
5689,QLTA,A Rated Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,55.76,-0.14%,56479
5690,QLV,FlexShares US Quality Low Volatility Index Fund,Financial,Exchange Traded Fund,USA,-,-,44.48,0.22%,398
5691,QLVD,FlexShares Developed Markets ex-US Quality Low Volatility Index Fund,Financial,Exchange Traded Fund,USA,-,-,26.58,0.00%,0
5692,QLVE,FlexShares Emerging Markets Quality Low Volatility Index Fund,Financial,Exchange Traded Fund,USA,-,-,25.27,0.32%,2700
5693,QLYS,"Qualys, Inc.",Technology,Application Software,USA,3.53B,55.57,93.41,0.59%,334738
5694,QMN,IQ Hedge Market Neutral Tracker ETF,Financial,Exchange Traded Fund,USA,-,-,26.66,0.08%,1176
5695,QMOM,Alpha Architect U.S. Quantitative Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,36.92,1.13%,12242
5696,QNST,"QuinStreet, Inc.",Technology,Internet Software & Services,USA,752.12M,109.85,14.5,-0.21%,619009
5697,QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,Financial,Exchange Traded Fund,USA,-,-,79.88,1.14%,47032
5698,QQH,HCM Defender 100 Index ETF,Financial,Exchange Traded Fund,USA,-,-,32.91,1.29%,18576
5699,QQQ,Invesco QQQ Trust,Financial,Exchange Traded Fund,USA,-,-,236.98,0.96%,20993413
5700,QQQE,Direxion NASDAQ-100 Equal Weighted Index Shares,Financial,Exchange Traded Fund,USA,-,-,59.49,1.07%,33552
5701,QQQX,Nuveen Nasdaq 100 Dynamic Overwrite Fund,Financial,Closed-End Fund - Equity,USA,983.55M,-,25.24,0.20%,111978
5702,QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,Financial,Exchange Traded Fund,USA,-,-,62.87,0.79%,2660
5703,QRFT,QRAFT AI-Enhanced U.S. Large Cap ETF,Financial,Exchange Traded Fund,USA,-,-,29.61,0.70%,29
5704,QRHC,Quest Resource Holding Corporation,Industrial Goods,Waste Management,USA,34.68M,-,2.3,0.00%,7031
5705,QRTEA,"Qurate Retail, Inc.",Services,"Specialty Retail, Other",USA,3.92B,-,9.49,-1.35%,3841371
5706,QRTEB,"Qurate Retail, Inc.",Services,"Specialty Retail, Other",USA,276.37M,-,9.43,2.51%,40
5707,QRVO,"Qorvo, Inc.",Technology,Semiconductor - Broad Line,USA,12.42B,36.14,104.24,0.98%,1704309
5708,QSR,Restaurant Brands International Inc.,Services,Restaurants,Canada,19.66B,27.87,65.92,-0.35%,1455471
5709,QSY,WisdomTree U.S. Quality Shareholder Yield Fund,Financial,Exchange Traded Fund,USA,-,-,94.8,0.43%,1247
5710,QTEC,First Trust NASDAQ-100-Technology Sector Index Fund,Financial,Exchange Traded Fund,USA,-,-,109.31,1.54%,123508
5711,QTNT,Quotient Limited,Healthcare,Diagnostic Substances,Switzerland,579.63M,-,7.29,0.69%,375888
5712,QTRX,Quanterix Corporation,Healthcare,Biotechnology,USA,801.00M,-,28.72,3.46%,82206
5713,QTS,"QTS Realty Trust, Inc.",Financial,REIT - Industrial,USA,3.54B,552.88,61.37,1.66%,947388
5714,QTT,Qutoutiao Inc.,Technology,Internet Information Providers,China,1.79B,-,5.84,4.29%,2236429
5715,QTUM,Defiance Quantum ETF,Financial,Exchange Traded Fund,USA,-,-,31.26,1.27%,29289
5716,QTWO,"Q2 Holdings, Inc.",Technology,Business Software & Services,USA,4.23B,-,87.79,0.57%,337029
5717,QUAD,"Quad/Graphics, Inc.",Services,Business Services,USA,334.06M,-,5.99,17.68%,2547683
5718,QUAL,iShares Edge MSCI USA Quality Factor ETF,Financial,Exchange Traded Fund,USA,-,-,105.06,0.33%,5644101
5719,QUIK,QuickLogic Corporation,Technology,Semiconductor - Integrated Circuits,USA,44.06M,-,5.3,-9.40%,74851
5720,QUMU,Qumu Corporation,Technology,Computer Peripherals,USA,26.15M,-,1.91,-5.91%,49620
5721,QUOT,Quotient Technology Inc.,Services,Marketing Services,USA,896.08M,-,9.79,2.09%,409853
5722,QURE,uniQure N.V.,Healthcare,Biotechnology,Netherlands,2.83B,-,64.88,3.46%,296781
5723,QUS,SPDR MSCI USA StrategicFactors ETF,Financial,Exchange Traded Fund,USA,-,-,99.27,0.37%,20101
5724,QVAL,Alpha Architect U.S. Quantitative Value ETF,Financial,Exchange Traded Fund,USA,-,-,29.36,0.10%,20935
5725,QVM,Arrow QVM Equity Factor ETF,Financial,Exchange Traded Fund,USA,-,-,29.05,0.00%,0
5726,QWLD,SPDR MSCI World StrategicFactors ETF,Financial,Exchange Traded Fund,USA,-,-,88.75,0.40%,2168
5727,QYLD,Global X NASDAQ 100 Covered Call ETF,Financial,Exchange Traded Fund,USA,-,-,24.15,0.08%,502241
5728,R,"Ryder System, Inc.",Services,Rental & Leasing Services,USA,2.37B,17.21,39.64,3.09%,1788270
5729,RA,Brookfield Real Assets Income Fund Inc.,Financial,Asset Management,USA,822.33M,-,22.55,0.22%,103937
5730,RAAX,VanEck Vectors Real Asset Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,25.92,0.48%,16339
5731,RACE,Ferrari N.V.,Consumer Goods,Auto Manufacturers - Major,Italy,33.31B,39.96,179.21,0.87%,442558
5732,RAD,Rite Aid Corporation,Services,Drug Stores,USA,776.87M,-,14.57,-1.02%,4360261
5733,RADA,RADA Electronic Industries Ltd.,Industrial Goods,Aerospace/Defense - Major Diversified,Israel,246.20M,-,5.88,-2.81%,358085
5734,RAFE,PIMCO RAFI ESG U.S. ETF PIMCO RAFI ESG U.S. ETF,Financial,Exchange Traded Fund,USA,-,-,25.41,0.53%,2506
5735,RAIL,"FreightCar America, Inc.",Services,Railroads,USA,21.89M,-,1.67,-1.18%,30023
5736,RALS,ProShares RAFI Long/Short,Financial,Exchange Traded Fund,USA,-,-,33.41,-0.21%,721
5737,RAMP,"LiveRamp Holdings, Inc.",Technology,Information Technology Services,USA,2.60B,-,38.89,-0.26%,1043548
5738,RAND,Rand Capital Corporation,Financial,Asset Management,USA,42.69M,-,2.85,1.79%,11
5739,RAPT,"RAPT Therapeutics, Inc.",Healthcare,Biotechnology,USA,758.40M,-,31.3,0.51%,97242
5740,RARE,Ultragenyx Pharmaceutical Inc.,Healthcare,Biotechnology,USA,3.66B,-,61.55,0.74%,326935
5741,RARX,"Ra Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2.18B,-,46.79,0.12%,1016228
5742,RAVE,"RAVE Restaurant Group, Inc.",Services,Restaurants,USA,24.19M,-,1.4,0.00%,8079
5743,RAVI,FlexShares Ready Access Variable Income Fund,Financial,Exchange Traded Fund,USA,-,-,75.93,0.03%,32397
5744,RAVN,"Raven Industries, Inc.",Industrial Goods,Diversified Machinery,USA,1.11B,31.94,30.73,-0.37%,58482
5745,RBA,Ritchie Bros. Auctioneers Incorporated,Services,Business Services,Canada,4.67B,35.76,43.27,1.03%,435100
5746,RBBN,Ribbon Communications Inc.,Technology,Telecom Services - Domestic,USA,367.52M,20.44,3.27,5.14%,503952
5747,RBC,Regal Beloit Corporation,Industrial Goods,Diversified Machinery,USA,3.63B,15.65,88.13,-0.36%,351905
5748,RBCAA,"Republic Bancorp, Inc.",Financial,Regional - Southeast Banks,USA,885.12M,9.64,41.83,-0.07%,6866
5749,RBCN,"Rubicon Technology, Inc.",Technology,Semiconductor Equipment & Materials,USA,24.24M,-,8.88,2.07%,3208
5750,RBIN,Nationwide Risk-Based International Equity ETF,Financial,Exchange Traded Fund,USA,-,-,25.99,0.00%,0
5751,RBS,The Royal Bank of Scotland Group plc,Financial,Foreign Money Center Banks,United Kingdom,34.73B,12.26,5.31,-1.30%,1207504
5752,RBUS,Nationwide Risk-Based U.S. Equity ETF,Financial,Exchange Traded Fund,USA,-,-,31.95,0.00%,0
5753,RBZ,Reebonz Holding Limited,Services,"Specialty Retail, Other",Singapore,7.05M,-,1.13,-0.27%,55711
5754,RC,Ready Capital Corporation,Financial,Mortgage Investment,Mexico,867.73M,9.98,16.81,0.72%,438377
5755,RCD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,Financial,Exchange Traded Fund,USA,-,-,110.77,0.55%,1491
5756,RCEL,Avita Medical Limited,Healthcare,Medical Appliances & Equipment,USA,1.06B,-,11.04,1.94%,476875
5757,RCG,"RENN Fund, Inc.",Financial,Asset Management,USA,10.24M,6.75,1.72,0.29%,3819
5758,RCI,Rogers Communications Inc.,Technology,Wireless Communications,Canada,25.49B,16.77,50.33,0.44%,300058
5759,RCII,"Rent-A-Center, Inc.",Services,Rental & Leasing Services,USA,1.52B,11.18,27.0,-4.83%,782215
